Class Index,Title,Description
3,Howard Stern to Move to Satellite Radio," NEW YORK (Reuters) - Howard Stern, one of the most popular  U.S. radio personalities, on Wednesday said he will broadcast  his show on Sirius Satellite Radio Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=SIRI.O target=/stocks/quickinfo/fullquote""&gt;SIRI.O&lt;/A&gt; beginning in  2006, after being dropped earlier this year from several  stations that objected to his often off-color humor."
4,Mandrakesoft screams as Linux OS uprooted,"Mandrakelinux 10.1 Officiel comes with extended support for mobile devices, better hardware compatibility and application upgrades."
1,Deadline for UN workers extended,"The United Nations was increasingly worried about three of its election workers, it said on Thursday as it marked one week since they were abducted at gunpoint in Kabul by a Taliban splinter group which has threatened to kill them."
3,Children #39;s hospital may sue Disney,An unlikely feud is seeing the film empire that built its name on cartoons for children -- the giant Disney corporation -- at odds with Britain #39;s most famous hospital for sick children.
2,Dravid Wins First Cricketer of the Year Award; Flintoff Honored,India batsman Rahul Dravid was voted Player of the Year at the International Cricket Council #39;s inaugural awards ceremony in London after averaging 62 runs an innings for the national team.
1,Russian move clears way to bring Kyoto into force,"The Russian government approved the Kyoto Protocol on Thursday, giving decisive support to the long-delayed climate change treaty that should allow it to come into force worldwide."
1,Equatorial Guinea Delays Coup Trial,"A court in Equatorial Guinea indefinitely suspended the trial on Tuesday in an alleged coup plot, to await information on the possible roles of Mark "
4,Bill Imposes Prison Time Over 'Spyware' (AP),"AP - The House on Thursday passed the second bill in three days that would outlaw ""spyware,"" irritating software that quietly monitors the activities of Internet users."
2,League Ponders Letting Williams Return Faster,"As the N.F.L. and a lawyer for the Ricky Williams close in on an agreement to allow Williams to be reinstated, the question remains whether he is interested in returning."
4,"Waving Hello, From a Distance","Videoconferencing tools are increasingly making their way not just into the office but into the home, adding a dimension to long-distance visits with relatives and friends."
4,Megapixels Gone Mad?,Sony's new Cyber-shot P150 raises the bar for high-resolution cameras at affordable prices.
4,Apple recalls 15in PowerBook batteries,"Apple has asked anyone who has a certain 15in PowerBook G4 models to return the battery, which could be faulty. The recall follows four complaints made to the US Consumer Product Safety Commission regarding batteries that have overheated."
2,San Francisco Giants Team Report - October 2,"(Sports Network) - The San Francisco Giants not only have wild card apsirations, but they can possibly win the NL West. San Francisco will play the middle contest of a three-game series versus the Los Angeles Dodgers today in southern California."
2,Angels Taking High Road in Pennant Race,"On the day the Anaheim Angels played for first place, several players crammed onto an L-shaped couch in the visiting clubhouse, turned toward a flat-screen television and pressed their internal mute buttons."
3,Sears Stock Jumps as Realty Trust Discloses Stake,"Sears, Roebuck, once the king of American retailers but lately struggling for shoppers, has finally attracted a big one - not for its tools and appliances, but for its real estate."
4,Food Plant,"In the spirit of my   previous exploration of places my work has taken me, a meditation on a  totally different part of our economy.  If you're about to eat, you might want  to wait until afterward to read this."
3,Yahoo #39;s Home Page Gets Functional Facelift,"Yahoo #39;s Spartan home page will look even less flashy soon, thanks to an upcoming makeover. The Web media giant offered a preview of its redesigned front page Tuesday (www."
3,"Finance: It's Almost January, Already"," WASHINGTON (Reuters) - Here's a mnemonic device for the  season: When you think about carving your pumpkins, get ready  to pare your taxes."
3,"MediaCorp, SPH sign deal to merge mass market TV",Singapore #39;s largest broadcaster MediaCorp and Singapore Press Holdings (SPH) on Friday signed agreements to merge their mass-market television and free newspaper operations in a bid to stem losses.
4,Microsoft proposes piracy amnesty,"com November 24, 2004, 2:29 PM PT. This fourth priority #39;s main focus has been enterprise directories for several months, but for many IT managers, ERP (enterprise resource planning) and open source initiatives are on the horizon."
3,Decisive Bush re-election victory lifts Wall Street,"NEW YORK : President George W. Bush #39;s re-election sparked a broad stock rally, as Wall Street welcomed the decisive victory for the candidate seen as the most business-friendly."
3,"American Airlines plans 1,100 layoffs","American Airlines, the world #39;s largest airline and a major supplier of passenger transport to Hawaii, has announced plans to furlough 450 pilots and 650 mechanics over the next few months because of soaring jet fuel costs."
1,Africa 'better in colonial times',"The average African is worse off now than during the colonial era, says the brother of South Africa's President Thabo Mbeki."
3,"With Oil Prices Up, It Could Be a Long Winter","This winter, rising oil prices will translate into higher heating bills for households."
4,Beijing city slammed over Microsoft deal,The Beijing municipal government has come under fire for damaging China #39;s nascent software industry by giving United States software giant Microsoft the lion #39;s share of a large software purchase order.
2,Brown feels fortunate to have a hand in series,Thirty-two pitches. That's a couple innings for most pitchers -- or two lengthy Johnny Damon at-bats. It amounted to Kevin Brown's entire body of work against the Red Sox Sept. 26. It was not a pretty sight.
4,News: Insecurity begins at home,Spyware is rife and virus infection commonplace yet many home users reckon they are safe from online threats.\
3,'Me-too' prescription drugs win support in Tufts study,An independent academic center at Tufts University said yesterday that critics who blast the American pharmaceutical industry for developing  quot;me-too quot; prescription drugs are wrong.
3,YUKOS Surrenders to the Allies,"Yesterday morning YUKOS filed an application in a bankruptcy court in Houston, Texas for restructuring according to American laws."
2,Keegan backs Arsenal for Champions League glory,"MANCHESTER, England - Kevin Keegan is tipping Arsenal to break their European hoodoo this season by lifting the Champions League in Istanbul next May."
1,Child mortality rate drops in Latin America: UNICEF,"Latin America has seen a decline in child mortality rate, but the situation in Iraq, countries of the former Soviet Union and those in sub-Saharan Africa has worsened over the "
1,Analysis / Danny Rubinstein - A new departure in the conflict,"The abduction of Israeli journalist Riad Ali in Gaza yesterday is an extraordinary event, apparently the first of its kind in the history of the conflict in the territories."
4,Texting teens use SMS for help,Talking to youngsters in the language of text could increase their access to services.
1,Powell Reaffirms Commitment of U.S. Aid (AP),"AP - Ahead of his firsthand look at the tsunami's devastation, Secretary of State Colin Powell said Sunday the United States has responded appropriately to what he called one of the world's greatest catastrophes."
2,Palmeiro Keys Victory,"Rafael Palmeiro homers and Rodrigo Lopez wins his third straight start, lifting the Orioles to a 9-5 victory over the Blue Jays on Thursday."
3,Eyes on Rates with Election Over (Reuters),"Reuters - With the election in the rear view\mirror, this week Wall Street faces the next big obstacle --\higher interest rates."
2,Tennis: Justine Henin-Hardenne Advances to 2nd Round of US Open,Defending champion and top-seed Justine Henin-Hardenne fought off a surprising challenge Tuesday before moving into the second round of the US Open tennis tournament in New York.
1,Sprinters' coach confident,Kostas Kenteris and Katerina Thanou's coach believes they will be cleared by the IOC.
1,Two Soldiers Attached To 1st Cav Charged With Murder,"Staff Sgt. Johnny Horne, Jr., and Staff Sgt. Cardenas Alban have been charged with murder in the death of an Iraqi, the 1st Cavalry Division announced Monday."
1,Nigeria handover of Bakassi peninsula delayed-UN,"The planned handover of the potentially oil-rich Bakassi peninsula from Nigeria to Cameroon is unlikely to take place by a Sept. 15 deadline, the United Nations said on Monday."
4,Archos unveils 20GB iPod Mini-sized player,French media player maker Archos has launched what may the world #39;s smallest 20GB hard drive-based music player. The Gmini XS200 measures just 7.6 x 5.9 x 1.9cm and weighs 120g.
1, quot;Sudan coup plotters planned to kill 38 officials quot;,": Sudanese authorities accused an opposition party Saturday of plotting to abduct and kill more than three dozen senior government officials and blow up key sites in the capital, where the army was out in force."
1,State Dept.: More Russia Terrorism Likely (AP),"AP - After two weeks of terrorist violence in Russia, the State Department urged Americans visiting or living there to ""exercise caution and remain vigilant and aware"" to avoid becoming a random victim of a future attack."
